"country_id","country_text_id","year","stock_id"
97,"SYR",1843,99
97,"SYR",1844,99
97,"SYR",1845,99
97,"SYR",1846,99
97,"SYR",1847,99
97,"SYR",1848,99
97,"SYR",1849,99
97,"SYR",1850,99
97,"SYR",1851,99
97,"SYR",1852,99
97,"SYR",1853,99
97,"SYR",1854,99
97,"SYR",1855,99
97,"SYR",1856,99
97,"SYR",1857,99
97,"SYR",1858,99
97,"SYR",1859,99
97,"SYR",1860,99
97,"SYR",1861,99
97,"SYR",1862,99
97,"SYR",1863,99
97,"SYR",1864,99
97,"SYR",1865,99
97,"SYR",1866,99
97,"SYR",1867,99
97,"SYR",1868,99
97,"SYR",1869,99
97,"SYR",1870,99
97,"SYR",1871,99
97,"SYR",1872,99
97,"SYR",1873,99
97,"SYR",1874,99
97,"SYR",1875,99
97,"SYR",1876,99
97,"SYR",1877,99
97,"SYR",1878,99
97,"SYR",1879,99
97,"SYR",1880,99
97,"SYR",1881,99
97,"SYR",1882,99
97,"SYR",1883,99
97,"SYR",1884,99
97,"SYR",1885,99
97,"SYR",1886,99
97,"SYR",1887,99
97,"SYR",1888,99
97,"SYR",1889,99
97,"SYR",1890,99
97,"SYR",1891,99
97,"SYR",1892,99
97,"SYR",1893,99
97,"SYR",1894,99
97,"SYR",1895,99
97,"SYR",1896,99
97,"SYR",1897,99
97,"SYR",1898,99
97,"SYR",1899,99
97,"SYR",1900,99
97,"SYR",1901,99
97,"SYR",1902,99
97,"SYR",1903,99
97,"SYR",1904,99
97,"SYR",1905,99
97,"SYR",1906,99
97,"SYR",1907,99
97,"SYR",1908,99
97,"SYR",1909,99
97,"SYR",1910,99
97,"SYR",1911,99
97,"SYR",1912,99
97,"SYR",1913,99
97,"SYR",1914,99
97,"SYR",1915,99
97,"SYR",1916,99
97,"SYR",1917,99
164,"GRC",1789,99
164,"GRC",1790,99
164,"GRC",1791,99
164,"GRC",1792,99
164,"GRC",1793,99
164,"GRC",1794,99
164,"GRC",1795,99
164,"GRC",1796,99
164,"GRC",1797,99
164,"GRC",1798,99
164,"GRC",1799,99
164,"GRC",1800,99
164,"GRC",1801,99
164,"GRC",1802,99
164,"GRC",1803,99
164,"GRC",1804,99
164,"GRC",1805,99
164,"GRC",1806,99
164,"GRC",1807,99
164,"GRC",1808,99
164,"GRC",1809,99
164,"GRC",1810,99
164,"GRC",1811,99
164,"GRC",1812,99
164,"GRC",1813,99
164,"GRC",1814,99
164,"GRC",1815,99
164,"GRC",1816,99
164,"GRC",1817,99
164,"GRC",1818,99
164,"GRC",1819,99
164,"GRC",1820,99
164,"GRC",1821,99
126,"MDA",1789,99
126,"MDA",1790,99
126,"MDA",1791,99
126,"MDA",1792,99
126,"MDA",1793,99
126,"MDA",1794,99
126,"MDA",1795,99
126,"MDA",1796,99
126,"MDA",1797,99
126,"MDA",1798,99
126,"MDA",1799,99
126,"MDA",1800,99
126,"MDA",1801,99
126,"MDA",1802,99
126,"MDA",1803,99
126,"MDA",1804,99
126,"MDA",1805,99
126,"MDA",1806,99
126,"MDA",1807,99
126,"MDA",1808,99
126,"MDA",1809,99
126,"MDA",1810,99
126,"MDA",1811,99
152,"BGR",1789,99
152,"BGR",1790,99
152,"BGR",1791,99
152,"BGR",1792,99
152,"BGR",1793,99
152,"BGR",1794,99
152,"BGR",1795,99
152,"BGR",1796,99
152,"BGR",1797,99
152,"BGR",1798,99
152,"BGR",1799,99
152,"BGR",1800,99
152,"BGR",1801,99
152,"BGR",1802,99
152,"BGR",1803,99
152,"BGR",1804,99
152,"BGR",1805,99
152,"BGR",1806,99
152,"BGR",1807,99
152,"BGR",1808,99
152,"BGR",1809,99
152,"BGR",1810,99
152,"BGR",1811,99
152,"BGR",1812,99
152,"BGR",1813,99
152,"BGR",1814,99
152,"BGR",1815,99
152,"BGR",1816,99
152,"BGR",1817,99
152,"BGR",1818,99
152,"BGR",1819,99
152,"BGR",1820,99
152,"BGR",1821,99
152,"BGR",1822,99
152,"BGR",1823,99
152,"BGR",1824,99
152,"BGR",1825,99
152,"BGR",1826,99
152,"BGR",1827,99
152,"BGR",1828,99
152,"BGR",1829,99
152,"BGR",1830,99
152,"BGR",1831,99
152,"BGR",1832,99
152,"BGR",1833,99
152,"BGR",1834,99
152,"BGR",1835,99
152,"BGR",1836,99
152,"BGR",1837,99
152,"BGR",1838,99
152,"BGR",1839,99
152,"BGR",1840,99
152,"BGR",1841,99
152,"BGR",1842,99
152,"BGR",1843,99
152,"BGR",1844,99
152,"BGR",1845,99
152,"BGR",1846,99
152,"BGR",1847,99
152,"BGR",1848,99
152,"BGR",1849,99
152,"BGR",1850,99
152,"BGR",1851,99
152,"BGR",1852,99
152,"BGR",1853,99
152,"BGR",1854,99
152,"BGR",1855,99
152,"BGR",1856,99
152,"BGR",1857,99
152,"BGR",1858,99
152,"BGR",1859,99
152,"BGR",1860,99
152,"BGR",1861,99
152,"BGR",1862,99
152,"BGR",1863,99
152,"BGR",1864,99
152,"BGR",1865,99
152,"BGR",1866,99
152,"BGR",1867,99
152,"BGR",1868,99
152,"BGR",1869,99
152,"BGR",1870,99
152,"BGR",1871,99
152,"BGR",1872,99
152,"BGR",1873,99
152,"BGR",1874,99
152,"BGR",1875,99
152,"BGR",1876,99
152,"BGR",1877,99
176,"MKD",1789,99
176,"MKD",1790,99
176,"MKD",1791,99
176,"MKD",1792,99
176,"MKD",1793,99
176,"MKD",1794,99
176,"MKD",1795,99
176,"MKD",1796,99
176,"MKD",1797,99
176,"MKD",1798,99
176,"MKD",1799,99
176,"MKD",1800,99
176,"MKD",1801,99
176,"MKD",1802,99
176,"MKD",1803,99
176,"MKD",1804,99
176,"MKD",1805,99
176,"MKD",1806,99
176,"MKD",1807,99
176,"MKD",1808,99
176,"MKD",1809,99
176,"MKD",1810,99
176,"MKD",1811,99
176,"MKD",1812,99
176,"MKD",1813,99
176,"MKD",1814,99
176,"MKD",1815,99
176,"MKD",1816,99
176,"MKD",1817,99
176,"MKD",1818,99
176,"MKD",1819,99
176,"MKD",1820,99
176,"MKD",1821,99
176,"MKD",1822,99
176,"MKD",1823,99
176,"MKD",1824,99
176,"MKD",1825,99
176,"MKD",1826,99
176,"MKD",1827,99
176,"MKD",1828,99
176,"MKD",1829,99
176,"MKD",1830,99
176,"MKD",1831,99
176,"MKD",1832,99
176,"MKD",1833,99
176,"MKD",1834,99
176,"MKD",1835,99
176,"MKD",1836,99
176,"MKD",1837,99
176,"MKD",1838,99
176,"MKD",1839,99
176,"MKD",1840,99
176,"MKD",1841,99
176,"MKD",1842,99
176,"MKD",1843,99
176,"MKD",1844,99
176,"MKD",1845,99
176,"MKD",1846,99
176,"MKD",1847,99
176,"MKD",1848,99
176,"MKD",1849,99
176,"MKD",1850,99
176,"MKD",1851,99
176,"MKD",1852,99
176,"MKD",1853,99
176,"MKD",1854,99
176,"MKD",1855,99
176,"MKD",1856,99
176,"MKD",1857,99
176,"MKD",1858,99
176,"MKD",1859,99
176,"MKD",1860,99
176,"MKD",1861,99
176,"MKD",1862,99
176,"MKD",1863,99
176,"MKD",1864,99
176,"MKD",1865,99
176,"MKD",1866,99
176,"MKD",1867,99
176,"MKD",1868,99
176,"MKD",1869,99
176,"MKD",1870,99
176,"MKD",1871,99
176,"MKD",1872,99
176,"MKD",1873,99
176,"MKD",1874,99
176,"MKD",1875,99
176,"MKD",1876,99
176,"MKD",1877,99
176,"MKD",1878,99
176,"MKD",1879,99
176,"MKD",1880,99
176,"MKD",1881,99
176,"MKD",1882,99
176,"MKD",1883,99
176,"MKD",1884,99
176,"MKD",1885,99
176,"MKD",1886,99
176,"MKD",1887,99
176,"MKD",1888,99
176,"MKD",1889,99
176,"MKD",1890,99
176,"MKD",1891,99
176,"MKD",1892,99
176,"MKD",1893,99
176,"MKD",1894,99
176,"MKD",1895,99
176,"MKD",1896,99
176,"MKD",1897,99
176,"MKD",1898,99
176,"MKD",1899,99
176,"MKD",1900,99
176,"MKD",1901,99
176,"MKD",1902,99
176,"MKD",1903,99
176,"MKD",1904,99
176,"MKD",1905,99
176,"MKD",1906,99
176,"MKD",1907,99
176,"MKD",1908,99
176,"MKD",1909,99
176,"MKD",1910,99
176,"MKD",1911,99
43,"XKX",1789,99
43,"XKX",1790,99
43,"XKX",1791,99
43,"XKX",1792,99
43,"XKX",1793,99
43,"XKX",1794,99
43,"XKX",1795,99
43,"XKX",1796,99
43,"XKX",1797,99
43,"XKX",1798,99
43,"XKX",1799,99
43,"XKX",1800,99
43,"XKX",1801,99
43,"XKX",1802,99
43,"XKX",1803,99
43,"XKX",1804,99
43,"XKX",1805,99
43,"XKX",1806,99
43,"XKX",1807,99
43,"XKX",1808,99
43,"XKX",1809,99
43,"XKX",1810,99
43,"XKX",1811,99
43,"XKX",1812,99
43,"XKX",1813,99
43,"XKX",1814,99
43,"XKX",1815,99
43,"XKX",1816,99
43,"XKX",1817,99
43,"XKX",1818,99
43,"XKX",1819,99
43,"XKX",1820,99
43,"XKX",1821,99
43,"XKX",1822,99
43,"XKX",1823,99
43,"XKX",1824,99
43,"XKX",1825,99
43,"XKX",1826,99
43,"XKX",1827,99
43,"XKX",1828,99
43,"XKX",1829,99
43,"XKX",1830,99
43,"XKX",1831,99
43,"XKX",1832,99
43,"XKX",1833,99
43,"XKX",1834,99
43,"XKX",1835,99
43,"XKX",1836,99
43,"XKX",1837,99
43,"XKX",1838,99
43,"XKX",1839,99
43,"XKX",1840,99
43,"XKX",1841,99
43,"XKX",1842,99
43,"XKX",1843,99
43,"XKX",1844,99
43,"XKX",1845,99
43,"XKX",1846,99
43,"XKX",1847,99
43,"XKX",1848,99
43,"XKX",1849,99
43,"XKX",1850,99
43,"XKX",1851,99
43,"XKX",1852,99
43,"XKX",1853,99
43,"XKX",1854,99
43,"XKX",1855,99
43,"XKX",1856,99
43,"XKX",1857,99
43,"XKX",1858,99
43,"XKX",1859,99
43,"XKX",1860,99
43,"XKX",1861,99
43,"XKX",1862,99
43,"XKX",1863,99
43,"XKX",1864,99
43,"XKX",1865,99
43,"XKX",1866,99
43,"XKX",1867,99
43,"XKX",1868,99
43,"XKX",1869,99
43,"XKX",1870,99
43,"XKX",1871,99
43,"XKX",1872,99
43,"XKX",1873,99
43,"XKX",1874,99
43,"XKX",1875,99
43,"XKX",1876,99
43,"XKX",1877,99
43,"XKX",1878,99
43,"XKX",1879,99
43,"XKX",1880,99
43,"XKX",1881,99
43,"XKX",1882,99
43,"XKX",1883,99
43,"XKX",1884,99
43,"XKX",1885,99
43,"XKX",1886,99
43,"XKX",1887,99
43,"XKX",1888,99
43,"XKX",1889,99
43,"XKX",1890,99
43,"XKX",1891,99
43,"XKX",1892,99
43,"XKX",1893,99
43,"XKX",1894,99
43,"XKX",1895,99
43,"XKX",1896,99
43,"XKX",1897,99
43,"XKX",1898,99
43,"XKX",1899,99
43,"XKX",1900,99
43,"XKX",1901,99
43,"XKX",1902,99
43,"XKX",1903,99
43,"XKX",1904,99
43,"XKX",1905,99
43,"XKX",1906,99
43,"XKX",1907,99
43,"XKX",1908,99
43,"XKX",1909,99
43,"XKX",1910,99
43,"XKX",1911,99
43,"XKX",1912,99
44,"LBN",1789,99
44,"LBN",1790,99
44,"LBN",1791,99
44,"LBN",1792,99
44,"LBN",1793,99
44,"LBN",1794,99
44,"LBN",1795,99
44,"LBN",1796,99
44,"LBN",1797,99
44,"LBN",1798,99
44,"LBN",1799,99
44,"LBN",1800,99
44,"LBN",1801,99
44,"LBN",1802,99
44,"LBN",1803,99
44,"LBN",1804,99
44,"LBN",1805,99
44,"LBN",1806,99
44,"LBN",1807,99
44,"LBN",1808,99
44,"LBN",1809,99
44,"LBN",1810,99
44,"LBN",1811,99
44,"LBN",1812,99
44,"LBN",1813,99
44,"LBN",1814,99
44,"LBN",1815,99
44,"LBN",1816,99
44,"LBN",1817,99
44,"LBN",1818,99
44,"LBN",1819,99
44,"LBN",1820,99
44,"LBN",1821,99
44,"LBN",1822,99
44,"LBN",1823,99
44,"LBN",1824,99
44,"LBN",1825,99
44,"LBN",1826,99
44,"LBN",1827,99
44,"LBN",1828,99
44,"LBN",1829,99
44,"LBN",1830,99
17,"POL",1796,11
17,"POL",1797,11
17,"POL",1798,11
17,"POL",1799,11
17,"POL",1800,11
17,"POL",1801,11
17,"POL",1802,11
17,"POL",1803,11
17,"POL",1804,11
17,"POL",1805,11
17,"POL",1806,11
17,"POL",1807,11
17,"POL",1808,11
17,"POL",1868,11
17,"POL",1869,11
17,"POL",1870,11
17,"POL",1871,11
17,"POL",1872,11
17,"POL",1873,11
17,"POL",1874,11
17,"POL",1875,11
17,"POL",1876,11
17,"POL",1877,11
17,"POL",1878,11
17,"POL",1879,11
17,"POL",1880,11
17,"POL",1881,11
17,"POL",1882,11
17,"POL",1883,11
17,"POL",1884,11
17,"POL",1885,11
17,"POL",1886,11
17,"POL",1887,11
17,"POL",1888,11
17,"POL",1889,11
17,"POL",1890,11
17,"POL",1891,11
17,"POL",1892,11
17,"POL",1893,11
17,"POL",1894,11
17,"POL",1895,11
17,"POL",1896,11
17,"POL",1897,11
17,"POL",1898,11
17,"POL",1899,11
17,"POL",1900,11
17,"POL",1901,11
17,"POL",1902,11
17,"POL",1903,11
17,"POL",1904,11
17,"POL",1905,11
17,"POL",1906,11
17,"POL",1907,11
17,"POL",1908,11
17,"POL",1909,11
17,"POL",1910,11
17,"POL",1911,11
17,"POL",1912,11
17,"POL",1913,11
17,"POL",1914,11
17,"POL",1915,11
17,"POL",1916,11
17,"POL",1917,11
84,"LVA",1789,11
84,"LVA",1790,11
84,"LVA",1791,11
84,"LVA",1792,11
84,"LVA",1793,11
84,"LVA",1794,11
84,"LVA",1795,11
84,"LVA",1796,11
84,"LVA",1797,11
84,"LVA",1798,11
84,"LVA",1799,11
84,"LVA",1800,11
84,"LVA",1801,11
84,"LVA",1802,11
84,"LVA",1803,11
84,"LVA",1804,11
84,"LVA",1805,11
84,"LVA",1806,11
84,"LVA",1807,11
84,"LVA",1808,11
84,"LVA",1809,11
84,"LVA",1810,11
84,"LVA",1811,11
84,"LVA",1812,11
84,"LVA",1813,11
84,"LVA",1814,11
84,"LVA",1815,11
84,"LVA",1816,11
84,"LVA",1817,11
84,"LVA",1818,11
84,"LVA",1819,11
84,"LVA",1820,11
84,"LVA",1821,11
84,"LVA",1822,11
84,"LVA",1823,11
84,"LVA",1824,11
84,"LVA",1825,11
84,"LVA",1826,11
84,"LVA",1827,11
84,"LVA",1828,11
84,"LVA",1829,11
84,"LVA",1830,11
84,"LVA",1831,11
84,"LVA",1832,11
84,"LVA",1833,11
84,"LVA",1834,11
84,"LVA",1835,11
84,"LVA",1836,11
84,"LVA",1837,11
84,"LVA",1838,11
84,"LVA",1839,11
84,"LVA",1840,11
84,"LVA",1841,11
